University_Name,College_Dep,Degree_Category,DS_or_BA,Year_Est,Full_Address,Long,Lat,State,Deg_Desc,URL
Georgia Institute of Technology,,M.S. in Analytics,A,2017,"225 North Avenue, N.W., Atlanta, GA 30332",-84.39442863,33.7713685,GA,"The Master of Science in Analytics is an interdisciplinary analytics and data science program that leverages the strengths of Georgia Tech in statistics, operations research, computing, and business by combining the world-class expertise of the Scheller College of Business, the College of Computing, and the College of Engineering. By blending the strengths of these nationally ranked programs, graduates will learn to integrate skills in a unique and interdisciplinary way that yields deep insights into analytics problems.",https://www.analytics.gatech.edu/
Golden Gate University, Ageno School of Business, M.S. in Business Analytics,BA,2017,"536 Mission Street, San Francisco, CA 94105-2968",-122.3985912,37.78899363,CA,"The Master of Science in Business Analytics presents students with an understanding of the many possibilities for applying data analytics to business problems. Data analytics, and the implications of this strategic discipline, give practitioners new opportunities for discovering insights that can support the strategic goals and decision making of the organization. The discipline has grown so fast that it is impossible to address all of its elements, so this degree should be viewed as a ""toolkit"" of statistical and analytic theory, processes, tools, and techniques, which can be integrated into the business depending on the discipline and needed outcomes.
The MSBA is relevant to multiple audiences, including: the business manager charged with using data analytics to derive value from data and/or leveraging analytics teams to get that value; the subject matter expert in a business discipline charged with using analytics on the job; the budding business analytics data scientist requiring understanding of a myriad of data analytics tools; and the IT professional responsible for supporting the analytics infrastructure and addressing issues of data security, privacy and ethics.",https://www.ggu.edu/degrees-and-courses/business-analytics/master-of-science-in-business-analytics
Grand Canyon University, Colangelo College of Business, M.S. in Business Analytics,BA,2017,"3300 W Camelback Rd, Phoenix, AZ 85017",-112.1298165,33.513057,AZ,"Students gain a deeper understanding of descriptive, predictive and prescriptive analytics as they study key concepts like statistical language, data mining and data visualization. Critical thinking, mathematics and computing skills blend in hands-on, project-based learning experiences. In courses such as Applied Analytics for Business, Introduction to Databases, Descriptive and Diagnostic Analytics, Data Mining and Predictive Analytics, students gain the following core competencies:

The principles and relative advantages of object-oriented and object-relational databases
Industry tools and methods for presenting data and making predictions based on statistical analysis
Techniques for pattern and knowledge extraction from large data sets
Advanced analytics techniques for the interpretation of organizational data applied to specific business solutions
The Master of Science in Business Analytics degree concludes with the Applied Capstone Project. Students gain practical experience through an applied project that explores a specific aspect of analytics.",https://www.gcu.edu/degree-programs/master-science-business-analytics
Harvard University, Chan School of Public Health, M.S. in Health Data Science,DS,2017,"Massachusetts Hall, Cambridge, MA 02138",-71.11888202,42.37386133,MA,"The Master of Science (SM) in Health Data Science is designed to provide rigorous quantitative training and essential statistical and computing skills needed to manage and analyze health science data to address important questions in public health and biomedical sciences.

The 16-month program blends strong statistical and computational training to solve emerging problems in public health and the biomedical sciences. This training will enable students to manage and analyze massive, noisy data sets and learn how to interpret their findings. The program will provide training in three principal pillars of health data science: statistics, computing, and health sciences.

Students in the program will learn to:

Wrangle and transform data to perform meaningful analyses
Visualize and interpret data and effectively communicate results and findings
Apply statistical methods to draw scientific conclusions from data
Utilize statistical models and machine learning
Apply methods for big data to reveal patterns, trends, and associations
Employ high-performance scientific computing and software engineering
Collaborate with a team on a semester-long, data driven research project",https://www.hsph.harvard.edu/health-data-science/
Harvard University, Institute for Applied Computational Science, M.S. in Data Science,DS,2017,"Massachusetts Hall, Cambridge, MA 02138",-71.11888202,42.37386133,MA,"Data Science lies at the intersection of statistical methodology, computational science, and a wide range of application domains.  The program offers strong preparation in statistical modeling, machine learning, optimization, management and analysis of massive data sets, and data acquisition.  The program focuses on topics such as reproducible data analysis, collaborative problem solving, visualization and communication, and security and ethical issues that arise in data science.",https://www.seas.harvard.edu/applied-computation/graduate-programs/masters-data-science
Hofstra University, Zarb School of Business, M.S. in Business Analytics,BA,2017,"100 Hofstra University, Hempstead, NY 11549",-73.60031063,40.71299777,NY,"The program will prepare students for business analytics careers in industry, government, health care and nonprofit organizations. This program enhances the students’ critical thinking, analytical skills, and practical experience in this field.
Offered by the Department of Information Systems and Business Analytics, the Master of Science in business analytics is designed to meet the demand of professionals who have the capability to analyze big data to support improved organizational decision making.",https://www.hofstra.edu/information-systems-business-analytics/ms-business-analytics.html
Johns Hopkins University, Carey Business School, M.S. in Business Analytics and Risk Management (Formerly the M.S. in Enterprise Risk Management; renamed in 2017.),BA,2017,"3400 N Charles St, Baltimore, MD 21218-2688",-76.61798542,39.32912842,MD,"Gain the tools and knowledge to analyze information and improve decision making in business settings.
Use multiple methods of data analysis to solve complex business challenges and lead in volatile environments.
Master data analysis and delivery from all angles — retail, operations, social media, and more. Quantify multiple dimensions of business problems, uncover potential approaches, and create and implement business solutions.
Includes a STEM-designation, offering an Optional Practical Training STEM Extension benefit.",https://carey.jhu.edu/programs/master-science-programs/master-science-business-analytics-and-risk-management
Loyola University Maryland, College of Arts and Sciences, M.S. in Data Science,DS,2017,"4501 N Charles St, Baltimore, MD 21210-2699",-76.618836,39.34629,MD,"The Master of Science in Data Science offers students a thorough data science educational experience through a 31-34 credit program, 10 or 11 three-credit courses and 1 one-credit course. Students are admitted to the program in either the fall or spring semester. This degree blends computer science and statistics courses to render students adaptable to any domain with rigorous statistical and computational skills. In addition to courses in business, computer science, and statistics, students complete a one-credit design course for the research project; and a capstone research project conducted with a partner in local industry/government/non-profit.",https://www.loyola.edu/academics/data-science
Merrimack College, Girard School of Business, M.S. in Business Analytics,BA,2017,"315 Turnpike St. A21, North Andover, MA 01845",-71.1227565,42.668838,MA,"Spend your time developing applicable skills you can use on the job the next day. The online Master of Science in Business Analytics degree from Merrimack College teaches students to solve problems and visualize data sets using the latest industry tools and analytical methods.

This business analytics degree is offered through a unique collaboration between the School of Science & Engineering and the Girard School of Business. Professors from both schools combine to help you learn to develop engineering skills needed to function as a business analyst along with the business acumen needed to translate data sets into actionable insights that can be presented to stakeholders.

The projects and assignments in the program curriculum were designed with input from an industry council to ensure that graduates are equipped with the business analytics skills that employers need. Be ready to meet the demands of a career in business analytics.",https://onlinedsa.merrimack.edu/business-analytics/
Merrimack College, School of Science and Engineering, M.S. in Data Science,DS,2017,"315 Turnpike St. A21, North Andover, MA 01845",-71.1227565,42.668838,MA,"Spend your class time learning applicable skills you can use on the job. The online Master of Science in Data Science degree from Merrimack College teaches students to solve problems using the latest tools and analytical methods.

Offered through a collaboration between the School of Engineering and the School of Business, this data science degree combines the engineering skills needed to function as a data scientist with the business acumen needed to translate data sets into insights stakeholders can use to make business decisions.

The projects and coursework in this program were specially designed by an industry advisory council to develop data science skills that employers need in today’s graduates. Be ready to meet the demands of a career in the hottest and fastest-growing field in America.",https://onlinedsa.merrimack.edu/data-science/
Maryville University, Simon School of Business, M.S. in Business Data Analytics,BA,2017,"650 Maryville University Drive, Saint Louis, MO 63141-7299",-90.5035978,38.64668319,MO,"The ability to collect, house, access, and measure data is integral to the success of many companies today. Demand for qualified data analytics professionals already outstrips the available supply of talent, while careers in the field continue to grow more rapidly than the national average. Choosing an online Master’s in Data Analytics from Maryville University can be your next step forward in the path to a data-rich future of opportunity.",https://online.maryville.edu/lpap-msbda/
New Jersey City University, School of Business, M.S. in Business Analytics and Data Science,BA,2017,"2039 Kennedy Blvd, Jersey City, NJ 07305",-74.08562537,40.71000081,NJ,"The NJCU School of Business at New Jersey City University has launched a new Master of Science degree program in Business Analytics and Data Science designed to prepare students for careers in the burgeoning field of data analytics. The Master of Science in Business Analytics and Data Science program will prepare students with the skills needed to gather, store, analyze and interpret large amounts of ""Big Data"" to facilitate informed business decision making.

Data analytics is an area of strong employment growth. A recent study by McKinsey Global Institute projects approximately 500,000 jobs requiring data analysis skills by 2018, with a projected shortage of approximately 190,000 jobs. The NJCU School of Business program enables graduate students with an interest in analytics to focus their studies on techniques suitable to specific business disciplines such as finance, marketing, logistics and accounting.",https://www.njcu.edu/academics/schools-colleges/school-business/departments/finance/graduate-programs/ms-business-analytics-and-data-science-overview
New Jersey Institute of Technology, Wu College of Computing, M.S. in Data Science,DS,2017,"University Heights, Newark, NJ 07102",-74.17606454,40.74143535,NJ,"Housed in the Department of Computer Science and offered in collaboration with the Department of Mathematical Sciences, the interdisciplinary Data Science program offers you the choice of a Computational or a Statistics track, while equipping you with the fundamentals and application tools to solve Data Science problems.
Provide training in three core components of data science: machine learning, big data analysis and programming for Data Science.
Provide training in applied statistics, particularly statistical inference.
Cover applications and contemporary topics in Data Science.",https://www.njit.edu/academics/degree/ms-data-science-computing-concentration
Rutgers University, Rutgers Business School—Newark,Master of Science,DS,2017,"249 University Avenue, Blumenthal Hall, Newark, NJ 07102",-74.17515941,40.73924204,NJ,"The Department of Statistics is pleased to offer an MS Program in Data Science. The MSDS is part of the professional Master Program in Data Science at Rutgers, offered by the Department of Statistics in close collaboration with the Department of Computer Science.
With increasing data collection and advanced computational capabilities, the analysis of massive data and the extraction of useful information from it have become major emerging frontiers of computer science, statistics, and related fields. As modern information technologies relentlessly generate voluminous and complex data, analytical tools with solid foundation in algorithms, optimization, systems building, visualization, statistical theory, and methodology have become indispensable to industry and society in general.",https://msds-stat.rutgers.edu/
Saint Mary’s College, Graduate Programs, M.S. in Data Science,DS,2017,"St Hwy 150, Saint Mary-Of-The-Woods, IN 47876-1099",-87.45682826,39.57289239,IN,"To you, data isn’t merely numbers. It has the potential to provide solutions that improve efficiency and effectiveness—even lives—through its application. In our Master of Science in Data Science program, a Professional Science Master’s (PSM) program, you'll develop into a professional practitioner with deep analytical skills. Become a well-rounded individual who has deep knowledge in data science coupled with the ability to communicate effectively and manage projects. PSM programs combine rigorous study of mathematics or science with workplace skills like communication and project management. You'll take courses in applied statistics with an application-focused approach to regression analysis and related techniques - knowledge companies prize in data scientists - as well as understand the algorithms of data mining, processing, and visualization. Engage in a real-world practicum that involves developing data analysis tools and applying them to a pressing need at an organization. Most important, you'll learn to manipulate data rather than performing simple surface analysis.",https://grad.saintmarys.edu/academic-programs/ms-data-science
Stockton University, School of Natural Sciences and Mathematics, M.S. in Data Science and Strategic Analytics,DS,2017,"101 Vera King Farris Dr., Galloway, NJ 08205-9441",-74.529198,39.501342,NJ,"In 2013 IBM estimated that two and a half million terabytes of data were being created every day. This is the equivalent of over 300 million HD movies! Ninety percent of the world’s data was generated in just the past two years. Data is created by: individuals (through social networks and smartphones); machines (through real-time, network connected, sensors – “the internet of things”); business and commerce (e.g. transaction records); science (e.g. bioinformatics, large scale simulation). Much of this data is real time and georeferenced through GPS. Making sense of this vast sea of data for the use and benefit of society is considered an imperative of the coming years, indeed many companies are already strategizing for “big data”. Data scientists develop solutions for gathering, cleaning, archiving, analyzing and visualizing data for the purposes of making informed decisions.",https://stockton.edu/graduate/data-science_strategic-analytics.html
Suffolk University Boston, Sawyer Business School, M.S. in Business Analytics,BA,2017,"73 Tremont Street, Boston, MA 02108",-71.0608095,42.357825,MA,"The Suffolk MSBA program gives you insight into how data preparation is vital to implementing business analytics—the foundation for making analytics-driven decisions to solve business problems and create opportunities for a wide range of industries. Our curriculum is industry-designed, as we’ve done the research to ensure our courses are ahead of the curve.

Statistical Analytical Software (SAS), Excel, and Systems Applications Products (SAP) coursework helps prepare you for additional professional certifications. And the Suffolk MSBA program is STEM-designated, qualifying international students for an additional two years of OPT work in the United States.

In as few as 9 months (full-time) or 21 months (part-time), our MSBA graduates go on to pursue rewarding and successful careers managing data strategies for companies in the information technology, financial services, healthcare, and marketing fields.",https://www.suffolk.edu/business/degrees-programs/big-data-business-analytics/graduate/master-of-science-in-business-analytics-msba
Syracuse University, School of Information Studies, M.S. in Applied Data Science,DS,2017,"Crouse Hinds Hall, Suite 600, Syracuse, NY 13244-2130",-76.1305905,43.043823,NY,"As the data science field has grown, specialities within the subject are emerging. That’s why we’ve designed three tracks to allow you to pursue deeper study in a particular aspect of the field. Choose to delve deeper into the business applications of data science through the Data and Business Analytics track. Focus on unstructured language data with the Language Analytics Track. Or explore data collection and data engineering with the Data Pipelines and Platforms Track.",https://ischool.syr.edu/academics/applied-data-science-masters-degree/
Temple University, College of Science and Technology, M.S. in Computational Data Science,DS,2017,"1801 North Broad Street, Philadelphia, PA 19122-6096",-75.15746176,39.98038001,PA,"Extract knowledge from big data with the Master of Science in Computational Data Science in Temple’s College of Science and Technology. You can enroll in the 30-credit-hour degree program as a part- or full-time student. Once you graduate, you’ll be prepared to fill the growing demand for data scientists in a range of industries from education to government. The program will also ready you for further graduate studies, research positions or teaching careers.

As a student, you’ll dig deep into computational analytics and explore techniques and theories steeped in computer science, mathematics and statistics. Throughout the program, you’ll learn how to analyze large quantities of data and discover the knowledge necessary to fuel cutting-edge developments. Data science is used to make complex decisions in a wide range of data-rich domains, such as biomedical science, defense and security, education, engineering, geoscience, physical science, and social science. 

You’ll gain a strong foundation in algorithmic, computational and statistical thinking as well as the inner-workings of computer systems. Toward the end of the program, you will have the opportunity to pursue topics related to your academic and professional interests with the three-credit Master’s Project or the more advanced six-credit Master’s Thesis.",https://www.temple.edu/academics/degree-programs/computational-data-science-ms-st-cds-ms
University of Tulsa, Collins College of Business, M.S. in Business Analytics,BA,2017,"800 South Tucker Drive, Tulsa, OK 74104-3189",-95.94613319,36.15024242,OK,"The Collins College of Business Master of Science in Business Analytics targets the education of students in the analysis, interpretation, and prediction capabilities of large sets of data. This program will help students master the technical tools necessary to perform analysis of a variety of data but will also allow them to specialize in a discipline-specific area. Furthermore, coursework will develop the communication skills of students, a key component to employment and success in the field.",https://business.utulsa.edu/academics/master-science-business-analytics/
University at Albany," State University of New York,  College of Arts & Sciences",M.S. in Data Science,DS,2017,"135 Western Avenue, Albany, NY 12222",-73.77222423,42.66033944,NY,"The Data Science Master of Science degree program is designed to provide students with the foundations in all three major fields of Data Science: Topological Data Analysis, Machine Learning, and Statistical Methods. Students will also develop practical working skills in at least one of them. The program requires a minimum of 36 credits. Students are also expected to take a course in computer methods.",https://www.albany.edu/graduatebulletin/data_science_ms_degree.php
University of California, Davis Graduate School of Management, M.S. in Business Analytics,BA,2017,"One Shields Avenue, Davis, CA 95616-8678",-121.7481121,38.54067451,CA,"The UC Davis Master of Science in Business Analytics develops high-performance professionals who can create business value from data and models. 

You'll learn to ask the right questions to deploy technical skills, data science tools and the managerial savvy to lead organizational change. You'll thrive in the global innovation hub of San Francisco and Silicon Valley, networking with trailblazers who are pushing the envelope on business analytics and data-driven decision making.",https://gsm.ucdavis.edu/master-science-business-analytics-msba
University of California, Irvine Merage School of Business,M.S. in Business Analytics,BA,2017,"One Shields Avenue, Davis, CA 95616-8678",-121.7481121,38.54067451,CA,"The Master of Science in Business Analytics applies a holistic approach to teaching analytics. The program prepares you in predictive forecasting, descriptive data mining and business insights, and prescriptive optimization and simulation methods, giving you the tools to recognize trends and patterns needed to executive creative business strategies. Our flexible curriculum allows you to customize your degree while taking courses that build and compliment each other. In the program, you will engage in case studies, team projects, and learn from industry partners which culminates in a capstone project that is grounded in business reality.",https://merage.uci.edu/programs/masters/master-science-business-analytics/index.html
University of Denver, Ritchie School of Engineering and Computer Science, M.S. in Data Science,DS,2017,"2199 S. University Blvd, Denver, CO 80208",-104.9594109,39.67667867,CO,"With technology existing in a state of constant evolution, the ability to access, understand and analyze data is essential for any organization or company looking to stay ahead of the curve. In our MS in Data Science program, you’ll learn and develop comprehensive data science skills, including programming, algorithms, machine learning, data mining, parallel and distributed systems, and data management. Over the course of your studies, you'll develop a broad base of knowledge with the opportunity to specialize in an area of particular interest.

In addition to learning how to use existing statistical and analytical tools for evaluating and interpreting data, you'll also learn how to build new tools that facilitate the use of data in making research, policy and business decisions. Your learning will be reinforced with practical, hands-on team projects, where you'll apply your skills to real-world problems.

Graduates of the Data Science program go on to work in a wide variety of careers, including business, government, education and the natural sciences. Whether you're interested in research or want to bring your data expertise to the entrepreneurial realm, you will be prepared to reach across disciplines, making sense of the past and present to improve the future.",https://ritchieschool.du.edu/academics-education/gr-programs/ms-data-science
University of Maryland, Smith School of Business,M.S. in Business Analytics,BA,2017,"2303 Van Munching Hall, College Park, Maryland 20742-1815",-76.9401857,38.9871185,MD,"Discover the best ways to analyze big data in today’s fast-changing, data-driven world. The Master of Science in Business Analytics (MSBA) program gives you a deep understanding of how to analyze large amounts of data and provide innovative solutions to modern business challenges. Our program attracts students from diverse academic backgrounds who are seeking to strengthen their quantitative abilities and want to specifically address how companies can fuel growth and change through data.",https://www.rhsmith.umd.edu/programs/business-masters/academics/business-analytics-person
University of Massachusetts Amherst, Isenberg School of Management, M.S. in Business and Analytics,BA,2017,"181 Presidents Drive, Amherst, MA 01003",-72.5264775,42.385923,MA,"Enhance your career opportunities by developing your data manipulation, visualization, and modeling skills with the MS in Business Analytics (MSBA). The MSBA is offered as a 1-year program on-campus in Amherst or Newton, or complete the program at your own pace through our flexible online learning platform. Both on-campus options have achieved classification as a STEM (science, technology, engineering, and math) program",https://www.isenberg.umass.edu/programs/masters/ms/business-analytics
University of Massachusetts Boston, College of Management, M.S. in Business Analytics,BA,2017,"100 Morrissey Blvd, Boston, MA 02125-3393",-71.04813153,42.31650725,MA,"The MSBA program is designed to prepare students for utilizing analytical techniques, methods, and applications for data-driven practices in diverse organizations and enterprises of all sizes.

As businesses become more and more reliant on data-driven strategies, the needs and opportunities for graduates in Business Analytics have grown rapidly. Breakthroughs in data collection, storage, and analysis to uncover and capture business value have fueled this growth, and post-recession companies have recognized this potential and increasingly emphasize data-driven decision-making in their business strategies. The current annual rate of job growth in this area is approximately 11.8%, a rate that is only expected to accelerate in the future.

This program covers theories of powerful techniques and quantitative methods in Business Analytics and how they are applied in the real world. The program focuses on using current software tools to study effective techniques of problem formulation, developing solutions with mathematical and algorithmic techniques, and methods for implementing those solutions with technology.

The MSBA program offers students a choice of two specializations, Big Data Analytics and Supply Chain Analytics. Each includes a core of analytical courses, elective courses in that specialization, and a capstone course.",https://business.umb.edu/masters-programs/msba
University of Montana, College of Humanities and Sciences, M.S. in Data Science,DS,2017,"32 Campus Drive, Missoula, MT 59812",-113.981337,46.86128583,MT,Our innovative program in Data Science features a Masters degree and an undergraduate Big Data Analytics Certificate. Both provide you with a background in the foundations of data science and the practical application of data science methods.   Candidates for the Masters degree should have coursework equivalent to an undergraduate mathematics minor and at least one course in computer programming.,https://www.umt.edu/academics/programs/data-science/
University of North Carolina at Wilmington, College of Arts & Sciences, M.S. in Data Science,DS,2017,"601 South College Road, Wilmington, NC 28403-5963",-77.87922474,34.22709271,NC,"The Master of Data Science is a professional interdisciplinary program that emphasizes computational-based applications of traditional data analysis methods and current trends in data mining and machine learning to turn data into information, and information into insight.",https://uncw.edu/datascience/
University of North Texas, College of Information, M.S. in Data Science,DS,2017,"1155 Union Circle #311277, Denton, TX 76203",-97.14626595,33.210909,TX,"The Master of Science in Data Science (MS-DS) program at UNT is designed to address the current market needs for highly skilled data science and data analytics professionals. The program is designed to help graduates gain skills and experience in designing, implementing and transforming data sets into actionable knowledge. It provides students with the skills and knowledge needed to develop competencies in managing data science and analytics projects, and work with data analytics tools and technologies. The program is aimed at helping to educate a new generation of information professionals capable of taking the leadership role through connecting the dots and using data to support strategic initiatives within the organization.

The program focuses on relevant areas including:

statistical analysis
natural language processing
computational linguistics
information retrieval
information visualization
social network analysis
text analytics and data mining",https://informationscience.unt.edu/ms-data-science
University of North Texas, Ryan College of Business, M.S. in Business Analytics,BA,2017,"1155 Union Circle #311277, Denton, TX 76203",-97.14626595,33.210909,TX,"The Master of Science with a major in Business Analytics is designed to provide an appropriate base of knowledge for entry into the Data Science, Business Analytics, Data Engineer or Business Intelligence fields. This STEM approved program is intended for those students who desire a strong, specialist degree in business analytics that incorporates a solid understanding of both the application and use of business analytics and technology that underlies and facilitates those applications.",https://cob.unt.edu/ms-buan
University of Notre Dame, College of Science, M.S. in Data Science (name change in 2020; formerly M.S. in Applied and Computational Mathematics & Statistics: Data Science),DS,2017,"Main Building, Notre Dame, IN 46556",-86.23873934,41.70330389,IN,"Notre Dame’s Online Master's in Data Science program is offered by the Department of Applied and Computational Mathematics & Statistics (ACMS) with the participation of faculty from the Mendoza College of Business, the Office of Information Technologies, and the Hesburgh Libraries. We also have faculty from around the country and that currently work in the industry. This blend of industry and academic perspectives will provide our students with a variety of subjects, projects, and points of view to consider and learn from. ",https://datascience.nd.edu/programs/masters/
University of Pennsylvania, School of Engineering and Applied Science, M.S.E. in Data Science,DS,2017,"1 College Hall, Room 100, Philadelphia, PA 19104-6303",-75.1940685,39.95262,PA,"Penn’s Master of Science in Engineering (MSE) in Data Science prepares students for a wide range of data-centric careers, whether in technology and engineering, consulting, science, policy-making, or understanding patterns in literature, art or communications.

The Data Science Program can typically be completed in one-and-a-half to two years. It blends leading-edge courses in core topics such as machine learning, big data analytics, and statistics, with a variety of electives and an opportunity to apply these techniques in a domain specialization – a depth area – of choice.
Penn provides the perfect environment for data science enthusiasts, with its strong cross-disciplinary traditions. Biomedical informatics, communications and public policy, robotics, machine learning and artificial intelligence, and data privacy are of broad interest across campus",https://dats.seas.upenn.edu/
University of South Florida, Muma College of Business, M.S. in Business Analytics / Information Systems,BA,2017,"4202 East Fowler Ave, Tampa, FL 33620-9951",-82.411785,28.05459749,FL,"The Master of Science in Business Analytics & Information Systems meets the needs of the marketplace for expertise in both information technology and management. Highly qualified individuals with motivation for leadership in information technology fields are encouraged to apply for admission. Graduates are in great demand by firms in the information services sector of the economy, software development organizations, management consultants, and MIS departments in industry. An advisory board comprised of senior information systems executives and consultants works closely with the department to ensure that the program maintains high standards.

The Master of Science in Business Analytics & Information Systems program is designed for individuals who are challenged by applications of information systems and information technology and who are willing to undertake a career that demands a broad rather than narrow range of skills.",https://www.usf.edu/business/graduate/masters/bais/
University of Southern California, Viterbi School of Engineering, M.S. in Analytics,A,2017,"University Park, Los Angeles, CA 90089-0012",-118.2861303,34.0209066,CA,"The MS Analytics is a full time 3 to 4 semester program that allows the students to gain knowledge and skills to solve real world problems in a successful career in Analytics and Data Science. It is designed for students trained in engineering disciplines or from other careers with interest in deepening their background in data science, statistics, and math. Basic knowledge of programming is needed to start transitioning into more advanced statistical and machine learning computational tools that are thoroughly covered in the program.

In the program the students learn the skills needed to succeed as data analysts and data scientists including the abilities to summarize and present complex data, to apply machine learning methods to predict the result of different complex scenarios and to convert the data into actionable insights. The program combines statistical and machine learning modeling to solve real problems in today’s data-driven world.

The students learn the skills needed to produce powerful analytics and reports to decision makers to take well informed decisions adding value to the organization. To accomplish these goals they receive an in-depth training in areas such as

Data Management
Data Mining
Data Visualization
Machine learning
Decision Analysis
Statistics for Data Science
During the program, they become proficient on a host of state-of-the-art software and programming tools for data processing and analytics including Python for machine learning, R, and SAS Visual Analytics. Once the students have completed the required courses they are able to select electives to further improve their skills in areas of their interest. These electives include (but are not limited to)

Consulting in data analytics
Analytics of financial data
Natural language processing for text mining and recommendation systems
Machine learning at scale (big data analytics)",https://viterbigradadmission.usc.edu/programs/masters/msprograms/industrial-systems-engineering/ms-analytics/
University of Washington, Continuum College, M.S. in Data Science,DS,2017,"P.O. Box 351230, Seattle, WA 98195-4550",-122.3098785,47.655711,WA,"The MSDS degree is a professional master’s program designed for students who want to begin or advance their careers in data science. The program is available full-time or part-time. Classes begin every fall quarter and meet in the evenings on the University of Washington campus.

The industry-relevant curriculum gives you the skills to extract valuable insights from big data. In this program, you will learn expertise in statistical modeling, data management, machine learning, data visualization, software engineering, research design, data ethics, and user experience to meet the growing needs of industry, not-for-profits, government agencies, and other organizations.",https://www.washington.edu/datasciencemasters/
University of Washington Tacoma, Milgard School of Business, M.S. in Business Analytics,BA,2017,"P.O. Box 351230, Seattle, WA 98195-4550",-122.3098785,47.655711,WA,"Milgard's STEM MSBA will prepare you to succeed in the data-driven digital era. This interdisciplinary program is designed for those who seek to sharpen their critical thinking, problem solving, creativity, data/analytical decision-making, digital technology-enablement and project and process management skills.

Be part of next-generation savvy business analysts, T-shaped analytical thinkers and adaptive innovators. Through face-to-face classes on Saturdays, and asynchronous online learning, students will gain experience in gathering, modeling, analyzing and understanding data, and building smart digital business models to solve existing problems or cultivate new opportunities, improving the performance of organizations.",https://www.tacoma.uw.edu/business/master-science-business-analytics-msba
Utah State University, College of Science, Master of Data Analytics,DA,2017,"Old Main Hill, Logan, UT 84322-1400",-111.8147378,41.74080573,UT,"The USU Master of Data Analytics (MDATA) program trains the next generation of statisticians, business analysts, and computer scientists to meet the increased demand for analytic professionals. The program integrates coursework in Statistics, Management Information Systems, Economics & Finance, and Computer Science. An MDATA degree gives graduates a broad but focused set of knowledge and tools applicable to data management and analysis for use in a variety of organizations.

Data Analytics & Information Systems and Economics and Finance Departments, in the Huntsman School of Business, and the Department of Mathematics & Statistics, in the College of Science, have created a program to produce graduates with the skills and competencies needed to support effective decision making in this era of big data.",https://huntsman.usu.edu/mdata/
Wayne State University, College of Engineering and Ilitch School of Business, M.S. in Data Science and Business Analytics,DS,2017,"656 West Kirby Street, Detroit, MI 48202",-83.0720639,42.35829042,MI,"Analytics is a fast-growing STEM field with a high demand for individuals who possess the skills and expertise necessary to navigate the process of transforming data into insight for making sound business decisions. It's the reason that the WSU College of Engineering and the Mike Ilitch School of Business launched an innovative and interdisciplinary new master's program in data science and business analytics. Leaders in this field use data to fundamentally rethink all facets of business in many sectors, including manufacturing, supply chain, finance, and healthcare. 

At Wayne State's College of Engineering, you'll learn from nationally renowned faculty experts and benefit from our High Impact Practices of Student Success: team-based learning, global perspective, undergraduate research, internships and co-ops, and community service.",https://engineering.wayne.edu/data-science-program
American University, School of Public Affairs and College of Arts and Sciences, M.S. in Data Science,DS,2018,"4400 Massachusetts Avenue N.W., Washington, DC 20016",-77.0884155,38.939085,DC,"This degree program is jointly administered by the AU School of Public Affairs and College of Arts and Sciences. During coursework, you'll learn statistical methods and programming, regression, statistical machine learning, and political analysis.",https://www.american.edu/programs/shared/data-science/index.cfm
Bellevue University, College of Business, M.S. in Data Science,DS,2018,"1000 Galvin Rd S, Bellevue, NE 68005-3098",-95.91738241,41.15070446,NE,"Prepare datasets for solving problems.
Recommend appropriate data modeling techniques to test hypotheses.
Communicate data science results into answers for domain challenges.
Identify ethical considerations in dataset preparation and modeling.",https://www.bellevue.edu/degrees/master/data-science-ms/
Brandeis University, International Business School, M.S. in Business Analytics,BA,2018,"415 South St., MS 100, Waltham, MA 02453-2700",-71.26065,42.366465,MA,"Analyze and Interpret Data

Learn statistical, programming, data visualization and econometric methods for analyzing data.

Career Preparation

All students participate in a company internship, consulting project or faculty-directed research.",https://www.brandeis.edu/global/academics/msba/index.html
Canisius College, College of Arts & Sciences, M.S. in Data Analytics,DA,2018,"2001 Main St, Buffalo, NY 14208-1098",-78.8534865,42.925599,NY,"The MS in Data Analytics will prepare you to work as a data specialist across a range of industries and organizations. You’ll learn how to work with and analyze large data sets, and how to apply data knowledge within a field of specialization. You’ll gain the effective teamwork and communication skills that are essential to working within diverse, multidisciplinary organizations. And you’ll get a solid grounding in the ethics of data stewardship, training that is highly relevant in an age where the accumulation and storage of personal data is ever increasing. ",https://www.canisius.edu/academics/programs/data-analytics
Carnegie Mellon University, Tepper School of Business, M.S. in Business Analytics,BA,2018,"5000 Forbes Ave, Pittsburgh, PA 15213-3890",-79.9433955,40.4446265,PA,"Program Summary
The Tepper School of Business at Carnegie Mellon University has built its online Master of Science in Business Analytics (MSBA) with these primary objectives:

Provide students with the deep analytical skills, business knowledge and creative problem-solving expertise needed to efficiently and effectively transform data into better decision making and a competitive advantage for their organization.
Position learners for career advancement — including senior positions at companies in the vanguard of data analytics.
Methodology including machine learning and optimization
Software Engineering including large-scale data management and programming in R and Python
Corporate Communication including communicating with non-technical stakeholders
Business Domain Knowledge including marketing, operations, accounting, finance and people analytics",https://analytics.tepper.cmu.edu/
